Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
39,1,9991,0,1,160,,,,,,130,0,0,,,,,26,0,0,5,12,3,10.66666667,0,0,5,11,3,10.66666667,0,9.4,-0.8,-3.12,Dropout
43,1,9070,1,2,140,,,,,,140,1,0,,,,,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate
1,6,9119,1,1,126,,,,,,116.6,1,0,,,,,20,0,0,5,6,5,14,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate
17,5,9119,1,1,118,,,,,,120.5,1,0,,,,,20,0,0,5,10,3,13.33333333,0,0,5,11,5,13.57142857,0,12.4,0.5,1.79,Graduate
39,1,9085,1,19,133.1,,,,,,103,0,0,,,,,25,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
17,2,9070,1,1,121,,,,,,111.9,1,0,,,,,19,0,0,6,9,5,12,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate
17,1,9119,1,1,148,,,,,,148.7,0,0,,,,,18,0,0,5,6,5,16.2,0,0,5,8,5,16,0,8.9,1.4,3.51,Graduate
43,1,9991,0,12,133.1,,,,,,120,0,0,,,,,28,0,7,13,13,7,10.28571429,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout
1,2,9119,1,1,140,,,,,,125.7,1,0,,,,,18,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,9254,1,1,132,,,,,,120.1,1,0,,,,,20,0,0,6,7,6,13.57142857,0,0,6,8,6,13.16666667,0,8.9,1.4,3.51,Graduate
1,1,9130,1,1,140,,,,,,127.8,0,0,,,,,18,0,0,6,7,6,14.28571429,0,0,6,9,6,14.85714286,0,11.1,0.6,2.02,Graduate
17,3,9147,1,1,112,,,,,,106.4,1,0,,,,,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate
42,1,9500,1,1,100,,,,,,100,0,0,,,,,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout
17,4,9085,1,1,126,,,,,,123.9,1,0,,,,,21,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,9670,1,1,150,,,,,,139.5,0,0,,,,,20,0,0,6,7,6,14.83333333,0,0,6,6,6,14.83333333,0,12.7,3.7,-1.7,Graduate
44,1,9003,1,39,150,,,,,,150,1,0,,,,,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate
1,1,9556,1,1,144,,,,,,139.8,0,0,,,,,24,0,0,7,7,7,12.27142857,0,0,8,10,7,13.65714286,0,10.8,1.4,1.74,Graduate
39,1,9991,0,1,133.1,,,,,,154.4,0,0,,,,,27,0,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
17,6,9147,1,1,120,,,,,,115.5,1,0,,,,,19,0,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled
39,1,8014,0,1,133.1,,,,,,119,0,0,,,,,39,0,3,9,10,9,13.22222222,0,2,7,8,7,13.14285714,0,8.9,1.4,3.51,Graduate
39,1,33,1,1,133.1,,,,,,96.1,0,0,,,,,25,0,0,7,13,2,15,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout
7,1,171,1,3,130,,,,,,130,0,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
43,1,9070,1,1,133,,,,,,128.8,0,0,,,,,19,0,6,12,12,12,13.16666667,0,6,12,12,12,13,0,10.8,1.4,1.74,Graduate
18,1,9773,1,1,124,,,,,,126.8,0,0,,,,,21,0,0,6,8,5,13.83333333,0,0,6,6,4,14,0,13.9,-0.3,0.79,Graduate
7,1,9991,0,40,130,,,,,,130,0,0,,,,,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
1,3,9147,1,1,124,,,,,,116.7,1,0,,,,,19,0,0,5,6,0,0,0,0,5,6,0,0,0,7.6,2.6,0.32,Enrolled
17,3,9500,1,1,132,,,,,,125.5,1,0,,,,,18,0,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,10.8,1.4,1.74,Enrolled
7,1,9670,1,3,110,,,,,,110,1,0,,,,,27,0,7,12,12,9,12.33333333,0,6,11,11,6,13.16666667,0,9.4,-0.8,-3.12,Dropout
1,3,9773,1,1,127,,,,,,133.7,1,0,,,,,18,0,0,6,6,6,13,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout
1,1,9130,1,1,130,,,,,,117.6,0,0,,,,,19,0,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled
44,1,9003,1,39,140,,,,,,140,0,0,,,,,19,0,0,6,15,3,13.25,0,0,6,9,1,12,0,13.9,-0.3,0.79,Dropout
44,1,9003,1,39,150,,,,,,150,0,0,,,,,22,0,0,6,12,3,13.33333333,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled
16,2,9238,1,1,133,,,,,,133.7,1,0,,,,,18,0,0,6,6,6,13.5,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate
16,4,9773,1,1,109,,,,,,137,1,0,,,,,18,0,0,6,7,6,12.66666667,0,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate
43,1,9147,1,1,133.1,,,,,,128.2,0,0,,,,,23,0,7,11,18,11,15.09090909,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout
18,4,171,1,1,133,,,,,,129.2,1,0,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
17,3,9773,1,1,134,,,,,,129.5,1,0,,,,,18,0,0,6,7,6,13.16666667,0,0,6,7,6,12.66666667,0,16.2,0.3,-0.92,Graduate
1,4,9773,1,1,125,,,,,,129.6,1,0,,,,,18,0,0,6,6,6,12.83333333,0,0,6,8,6,12.83333333,0,12.4,0.5,1.79,Graduate
17,3,9119,1,1,135,,,,,,121.7,1,0,,,,,18,0,0,5,7,5,11.8,0,0,5,9,3,12,0,8.9,1.4,3.51,Enrolled
17,2,9773,1,1,132,,,,,,141.8,1,0,,,,,20,0,0,6,6,6,11.83333333,0,0,6,6,6,12.16666667,0,12.7,3.7,-1.7,Graduate
1,3,9773,1,1,135,,,,,,129.8,1,0,,,,,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,Graduate
44,1,9070,1,39,100,,,,,,106,0,0,,,,,21,0,2,7,7,5,11.8,0,5,9,9,5,11,0,12.4,0.5,1.79,Dropout
43,1,171,1,1,144,,,,,,121.6,0,0,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Enrolled
17,1,9119,1,1,125,,,,,,121.5,1,0,,,,,20,0,0,5,7,5,15.8,0,0,5,7,5,14.57142857,0,11.1,0.6,2.02,Dropout
1,1,171,1,1,133.1,,,,,,117,0,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
44,1,9119,1,39,130,,,,,,130,1,0,,,,,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled
17,1,9670,1,1,117,,,,,,117.7,1,0,,,,,20,0,0,6,9,6,14.66666667,0,0,6,7,6,13.85714286,0,8.9,1.4,3.51,Graduate
44,1,9085,1,39,140,,,,,,140,1,0,,,,,19,0,2,6,10,4,12.5,0,1,6,16,2,12,0,12.4,0.5,1.79,Dropout
1,1,9119,1,1,132,,,,,,133.1,1,0,,,,,19,0,0,5,7,3,12,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout
15,1,9119,1,1,133.1,,,,,,100,0,0,,,,,24,1,2,8,8,7,13.14285714,0,1,6,8,6,11.83333333,0,8.9,1.4,3.51,Enrolled
17,1,9670,1,1,132,,,,,,119.1,0,0,,,,,18,0,0,6,6,3,12.66666667,0,0,6,11,4,11.14285714,0,10.8,1.4,1.74,Dropout
1,1,9119,1,1,148,,,,,,129.8,0,0,,,,,18,0,0,5,6,5,15,0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled
1,1,9238,1,1,133,,,,,,131.3,1,0,,,,,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Dropout
17,5,9773,1,1,143,,,,,,136.7,1,0,,,,,18,0,0,6,6,6,12.5,0,0,6,6,6,13.83333333,0,8.9,1.4,3.51,Graduate
17,1,9238,1,1,143,,,,,,126.2,1,0,,,,,21,0,0,6,7,6,13.33333333,0,0,6,7,6,13.5,0,12.4,0.5,1.79,Graduate
15,1,9085,1,1,133.1,,,,,,109.6,0,0,,,,,18,1,0,6,13,4,12.25,0,0,6,15,5,11,0,11.1,0.6,2.02,Dropout
1,1,9500,1,1,141,,,,,,131.9,1,0,,,,,18,0,0,7,7,7,15.10142857,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,Graduate
1,2,9238,1,1,140,,,,,,140.7,1,0,,,,,18,0,0,6,6,6,13.16666667,0,0,6,6,6,16,0,10.8,1.4,1.74,Graduate
18,6,8014,0,1,134,,,,,,120.7,1,0,,,,,23,0,0,6,8,4,11,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
1,2,9147,1,1,118,,,,,,113.8,1,0,,,,,21,0,0,5,9,3,11.66666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate
1,1,9238,1,1,135,,,,,,121,0,0,,,,,20,0,0,6,13,1,10,0,0,6,13,1,13,0,9.4,-0.8,-3.12,Enrolled
17,1,8014,0,1,119,,,,,,112.4,1,0,,,,,26,0,4,7,15,7,11.57142857,0,2,6,14,2,11,0,7.6,2.6,0.32,Dropout
1,6,9773,1,1,145,,,,,,131,1,0,,,,,18,0,0,6,6,6,12.16666667,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled
1,1,171,1,1,143,,,,,,142.7,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,1,9670,1,1,123,,,,,,125.5,0,0,,,,,19,0,0,6,6,6,13.83333333,0,0,6,7,6,14.28571429,0,8.9,1.4,3.51,Graduate
1,3,9500,1,1,108,,,,,,107.8,1,0,,,,,20,0,0,7,10,6,12.35714286,0,0,8,9,7,13,0,13.9,-0.3,0.79,Graduate
1,3,9773,1,1,117,,,,,,110.4,1,0,,,,,19,0,0,6,7,6,12.16666667,0,0,6,10,2,10.33333333,0,16.2,0.3,-0.92,Dropout
44,1,9238,1,39,140,,,,,,136.1,1,0,,,,,21,0,3,6,8,3,12,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled
39,1,9254,1,1,170,,,,,,138.3,0,0,,,,,33,0,5,10,14,9,12.41666667,0,5,9,14,7,13,0,10.8,1.4,1.74,Graduate
1,2,9085,1,1,157,,,,,,142.3,0,0,,,,,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate
42,1,9500,1,6,141,,,,,,145,0,0,,,,,21,0,12,21,33,18,14.93333333,12,12,21,33,18,14.93333333,12,7.6,2.6,0.32,Graduate
1,1,9773,1,1,125,,,,,,125.7,1,0,,,,,19,0,0,6,6,6,13,0,0,6,7,6,11.66666667,0,8.9,1.4,3.51,Graduate
39,1,9853,1,19,133.1,,,,,,108,0,0,,,,,33,0,0,7,7,7,12.85714286,0,0,7,8,6,12.66666667,0,8.9,1.4,3.51,Enrolled
1,4,9500,1,1,143,,,,,,128.7,1,0,,,,,18,0,0,7,10,7,14.455,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate
1,1,9670,1,1,142,,,,,,128,0,0,,,,,18,0,0,6,8,6,14,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
1,3,9773,1,1,150,,,,,,146.5,1,0,,,,,20,0,0,6,6,6,13.5,0,0,6,7,6,12.66666667,0,11.1,0.6,2.02,Graduate
1,2,9254,1,1,112,,,,,,106.1,1,0,,,,,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
17,2,8014,0,1,133.1,,,,,,118,0,0,,,,,20,0,0,6,6,6,11.66666667,0,0,6,12,5,14,0,10.8,1.4,1.74,Graduate
17,1,9085,1,1,125,,,,,,117,1,0,,,,,19,0,0,5,6,4,12,0,0,5,8,5,13.33333333,1,10.8,1.4,1.74,Graduate
1,3,9238,1,1,121,,,,,,115.4,1,0,,,,,19,0,0,6,7,6,11.71428571,0,0,6,6,6,11.83333333,0,13.9,-0.3,0.79,Graduate
17,3,9238,1,1,133.1,,,,,,117,1,0,,,,,21,0,0,6,8,6,12.66666667,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02,Graduate
39,1,9085,1,1,133.1,,,,,,144.9,1,0,,,,,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled
17,1,9238,1,1,135,,,,,,127,0,0,,,,,21,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
1,4,9500,1,1,132,,,,,,118,1,0,,,,,18,0,0,8,8,7,12.32857143,0,0,8,8,7,12.32857143,0,12.7,3.7,-1.7,Graduate
39,1,9853,1,19,133.1,,,,,,118,0,0,,,,,27,0,0,7,14,6,11.66666667,0,0,7,10,1,10,0,12.4,0.5,1.79,Dropout
43,1,9070,1,1,135,,,,,,126.4,1,0,,,,,20,0,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,15.5,2.8,-4.06,Graduate
43,1,9670,1,39,110,,,,,,110,0,0,,,,,21,0,0,6,8,5,11.83333333,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled
17,1,9556,1,1,133,,,,,,124.4,1,0,,,,,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate
44,1,9085,1,39,140,,,,,,140,1,0,,,,,20,0,1,6,13,6,12.55555556,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled
1,1,9773,1,1,135,,,,,,129.4,1,0,,,,,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.16666667,0,11.1,0.6,2.02,Graduate
44,1,9238,1,39,140,,,,,,141.7,0,0,,,,,20,0,3,6,6,6,12.83333333,0,2,6,6,6,12.83333333,0,13.9,-0.3,0.79,Graduate
1,2,9085,1,1,144,,,,,,132.1,1,0,,,,,19,0,0,5,10,3,12.66666667,1,0,5,7,3,13,0,12.7,3.7,-1.7,Graduate
1,5,9500,1,1,122,,,,,,116.8,1,0,,,,,20,0,0,7,8,6,13.27142857,0,0,8,8,7,14.47142857,0,13.9,-0.3,0.79,Graduate
1,1,9991,0,1,143,,,,,,135,0,0,,,,,20,0,0,5,5,5,12.4,0,0,5,6,5,12.83333333,0,10.8,1.4,1.74,Graduate
44,1,9085,1,39,150,,,,,,150,0,0,,,,,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
1,3,9238,1,1,124,,,,,,116,1,0,,,,,19,0,0,6,7,0,0,0,0,5,5,0,0,0,13.9,-0.3,0.79,Dropout
1,1,9773,1,1,156,,,,,,155,0,0,,,,,18,0,0,6,7,6,14.28571429,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate
1,1,9085,1,1,142,,,,,,127,1,0,,,,,18,0,0,5,7,3,12.33333333,0,0,5,9,5,12.6,0,10.8,1.4,1.74,Graduate
17,1,9500,1,1,142,,,,,,130.8,1,0,,,,,19,0,0,7,10,6,12.58333333,0,0,8,8,7,12.67142857,0,13.9,-0.3,0.79,Graduate
1,6,9500,1,1,126,,,,,,121.8,1,0,,,,,19,0,0,7,8,6,13.73166667,0,0,8,10,7,13.77142857,0,12.4,0.5,1.79,Dropout
39,1,9003,1,19,133.1,,,,,,140,0,0,,,,,43,0,0,6,8,6,12.875,0,0,6,14,5,12.14285714,0,16.2,0.3,-0.92,Enrolled
42,1,9070,1,1,170,,,,,,148.5,0,0,,,,,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout
42,1,9147,1,1,130,,,,,,109.8,1,0,,,,,23,0,0,3,3,0,0,0,0,2,2,0,0,0,7.6,2.6,0.32,Dropout
1,1,9238,1,1,133,,,,,,119.7,1,0,,,,,19,1,0,6,8,6,12.66666667,0,0,6,7,6,12.66666667,0,8.9,1.4,3.51,Graduate
42,1,9500,1,1,122,,,,,,122,1,0,,,,,20,0,0,8,11,6,12.49166667,0,0,8,11,6,12.49166667,0,12.7,3.7,-1.7,Graduate
1,1,171,1,1,138,,,,,,147.5,1,0,,,,,19,0,6,12,12,12,13.66666667,0,4,11,12,11,14.16666667,0,8.9,1.4,3.51,Graduate
17,1,9085,1,1,163,,,,,,150.8,1,0,,,,,19,1,0,6,13,6,16,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,Graduate
44,1,9085,1,39,150,,,,,,150,1,0,,,,,19,0,2,6,8,6,14.14285714,0,1,6,7,6,13,0,13.9,-0.3,0.79,Graduate
39,1,8014,0,19,133.1,,,,,,131.5,0,0,,,,,39,0,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate
1,1,9070,1,1,144,,,,,,127.2,1,0,,,,,20,0,0,6,6,6,12.66666667,0,0,6,8,6,13,0,10.8,1.4,1.74,Graduate
17,1,9070,1,1,118,,,,,,111,1,0,,,,,21,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,7.6,2.6,0.32,Graduate
43,5,9238,1,1,101,,,,,,119.9,1,0,,,,,22,1,5,11,16,9,10.88888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,Graduate
1,2,9773,1,1,133,,,,,,133.7,1,0,,,,,19,0,0,6,11,1,13,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
17,1,9670,1,1,133.1,,,,,,140,1,0,,,,,22,0,0,6,6,6,15.16666667,0,0,6,6,6,16,0,13.9,-0.3,0.79,Graduate
5,2,9853,1,1,124,,,,,,113.9,1,0,,,,,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12,0,12.7,3.7,-1.7,Graduate
1,1,171,1,1,127,,,,,,120.7,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
39,1,9147,1,1,133.1,,,,,,119.8,0,0,,,,,26,0,0,5,9,5,12,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled
39,1,9991,0,1,110,,,,,,121.8,0,0,,,,,36,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
18,1,171,1,1,110,,,,,,117.7,1,0,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
39,1,9147,1,1,160,,,,,,110,0,0,,,,,30,0,0,5,8,2,11,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,Dropout
43,1,9003,1,1,120,,,,,,134.4,0,0,,,,,24,0,0,6,7,6,15.71428571,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,Dropout
1,1,9147,1,1,133.1,,,,,,125.3,0,0,,,,,26,0,11,15,15,11,10.81818182,0,12,14,15,11,11.63636364,1,7.6,2.6,0.32,Dropout
1,1,9147,1,1,132,,,,,,119.1,0,0,,,,,19,0,0,5,16,1,12,0,0,5,6,0,0,0,13.9,-0.3,0.79,Dropout
39,1,9238,1,1,130,,,,,,146,0,0,,,,,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate
43,1,9130,1,1,130,,,,,,130,1,0,,,,,33,0,0,5,12,1,13,2,0,5,7,3,14,0,9.4,-0.8,-3.12,Enrolled
17,6,9147,1,1,129,,,,,,122,1,0,,,,,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate
17,5,9119,1,1,130,,,,,,118.1,1,0,,,,,26,0,0,5,11,1,10,0,0,5,14,1,11,0,8.9,1.4,3.51,Dropout
39,1,9670,1,1,140,,,,,,105.2,0,0,,,,,29,0,0,6,7,1,14,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
17,5,9119,1,1,131,,,,,,123.3,1,0,,,,,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout
17,1,171,1,1,129,,,,,,124.8,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
39,1,9991,0,19,133.1,,,,,,149.4,0,0,,,,,29,0,0,5,11,2,11.33333333,0,0,5,9,1,12,0,11.1,0.6,2.02,Dropout
43,1,9254,1,1,112,,,,,,108.5,0,0,,,,,21,0,0,6,6,6,12.66666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,Graduate
17,1,9254,1,1,119,,,,,,125,0,0,,,,,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled
1,1,9500,1,1,133.1,,,,,,101,0,0,,,,,20,0,0,7,14,5,12.87857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
1,1,9085,1,1,123,,,,,,112.9,0,0,,,,,18,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
17,3,9070,1,1,131,,,,,,120.2,1,0,,,,,18,0,0,6,6,6,12.83333333,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,Enrolled
1,1,9147,1,1,120,,,,,,111.6,0,0,,,,,21,0,0,5,5,5,12.6,0,0,5,9,3,12.83333333,0,10.8,1.4,1.74,Enrolled
1,1,9147,1,1,125,,,,,,134.1,1,0,,,,,20,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
39,1,9119,1,1,133.1,,,,,,101.6,0,0,,,,,30,0,0,5,11,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
18,2,9670,1,1,121,,,,,,111.9,1,0,,,,,19,0,0,6,6,6,14.16666667,0,0,6,6,6,14,0,13.9,-0.3,0.79,Graduate
51,1,9147,1,1,148,,,,,,118.4,1,0,,,,,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout
1,1,9147,1,1,139,,,,,,127.1,1,0,,,,,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,Graduate
17,3,171,1,1,125,,,,,,120.5,1,0,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
17,4,9070,1,1,128,,,,,,136.1,1,0,,,,,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout
17,2,9670,1,1,132,,,,,,124,1,0,,,,,21,0,0,5,7,3,12.33333333,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
17,4,9085,1,1,137,,,,,,141.6,0,0,,,,,21,0,0,5,7,4,12.25,0,0,5,7,5,12,0,7.6,2.6,0.32,Graduate
44,1,171,1,39,160,,,,,,160,1,0,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
39,1,9147,1,1,120,,,,,,110,0,0,,,,,27,0,0,5,13,3,10.75,0,0,5,9,3,10.33333333,0,15.5,2.8,-4.06,Dropout
43,1,33,1,1,134,,,,,,100,1,0,,,,,32,0,0,7,7,0,0,0,0,7,8,0,0,0,13.9,-0.3,0.79,Dropout
39,1,9670,1,12,133.1,,,,,,120,0,0,,,,,40,0,0,6,13,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,2,9147,1,1,116,,,,,,124.8,1,0,,,,,20,0,0,5,9,2,14.33333333,0,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled
44,1,9130,1,39,140,,,,,,140,1,0,,,,,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
1,3,171,1,1,140,,,,,,124.3,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
43,1,9147,1,1,122,,,,,,118.9,0,0,,,,,21,0,0,5,11,2,10.5,0,0,5,13,0,0,0,12.7,3.7,-1.7,Dropout
17,1,9670,1,1,141,,,,,,130.2,0,0,,,,,18,0,0,6,6,6,13.5,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
44,1,9003,1,1,120,,,,,,120,0,0,,,,,19,0,0,6,17,1,11,0,0,6,19,0,0,0,16.2,0.3,-0.92,Enrolled
7,1,9070,1,3,140,,,,,,140,0,0,,,,,30,0,0,6,6,1,10,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
39,1,9003,1,12,133.1,,,,,,130,0,0,,,,,29,0,0,6,17,0,0,2,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
17,2,9119,1,1,137,,,,,,130.4,1,0,,,,,18,0,0,5,10,1,12,0,0,5,7,3,10.66666667,2,7.6,2.6,0.32,Dropout
1,2,9670,1,1,122,,,,,,116.1,1,0,,,,,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout
44,1,9003,1,39,130,,,,,,130,0,0,,,,,22,0,4,10,21,5,11.4,1,2,7,13,6,11.66666667,0,15.5,2.8,-4.06,Dropout
43,2,9991,0,1,140,,,,,,124.3,1,0,,,,,27,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
17,6,9670,1,1,125,,,,,,125,1,0,,,,,20,0,0,6,8,4,14.25,0,0,6,10,5,14,0,10.8,1.4,1.74,Graduate
51,1,8014,0,2,110,,,,,,110,0,0,,,,,42,0,8,12,12,11,14.45454545,0,7,11,11,10,14.2,0,11.1,0.6,2.02,Graduate
1,1,9003,1,1,133.1,,,,,,115,0,0,,,,,21,0,8,12,13,12,14.53846154,0,4,12,14,12,14.46153846,0,15.5,2.8,-4.06,Graduate
43,1,9500,1,1,132,,,,,,129.6,0,1,,,,,23,0,0,7,10,6,12.73333333,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate
51,1,9070,1,1,122,,,,,,128.8,1,0,,,,,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout
1,3,171,1,1,155,,,,,,144.2,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
39,1,9238,1,1,120,,,,,,134,0,0,,,,,40,0,0,6,7,6,12.33333333,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout
43,1,9147,1,1,129,,,,,,112,0,0,,,,,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout
1,2,9500,1,1,144,,,,,,128.8,1,0,,,,,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate
39,1,9119,1,1,130,,,,,,134,0,0,,,,,24,0,0,5,8,5,11.83333333,0,0,5,8,4,14,0,12.7,3.7,-1.7,Enrolled
1,1,9254,1,1,133.1,,,,,,125,0,0,,,,,21,0,0,6,10,5,11.33333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled
